order_id,product_id,category,warehouse_id,season,storage_type,perishable,fragile,on_hand_qty,avg_daily_sales,demand_std,lead_time_days,supplier_score,reorder_point,safety_stock,days_since_last_reorder,last_reorder_date,unit_weight_kg,unit_volume_m3,last_purchase_price,promotion,backorder_count,returns_rate,target_stockout_risk
O00525,P0024,Perishables,W5,Q4,Rack,1,0,77.0,8.54,2.59,8.0,81.0,99,31,1,2025-11-13,15.201,0.2386,7.42,1,2,0.047,1
O00036,P0167,Accessories,W1,Q2,Pallet,0,1,56.0,5.63,1.57,8.0,78.0,64,19,9,2025-11-05,11.816,0.2062,4.99,0,0,0.022,1
O00541,P0004,Chemicals,W5,Q4,Rack,0,0,19.0,2.69,0.96,9.0,75.0,37,13,2,2025-11-12,14.124,0.0958,2.03,0,1,0.023,0
O00171,P0121,Electronics,W5,Q3,Rack,0,0,39.0,7.8,3.02,7.0,77.0,87,32,23,2025-10-22,5.127,0.0272,5.93,0,0,0.029,0
O00655,P0067,Clothing,W4,Q4,Shelf,0,0,69.0,12.63,6.0,8.0,83.0,173,72,11,2025-11-03,20.814,0.2297,0.79,0,2,0.026,1
O00899,P0158,Perishables,W3,Q2,Shelf,1,0,78.0,5.68,2.92,13.0,82.0,131,57,9,2025-11-05,8.074,0.2853,2.85,0,0,0.036,1
O00866,P0010,Electronics,W3,Q3,Shelf,0,0,100.0,18.8,9.85,11.0,67.0,370,163,10,2025-11-04,17.405,0.2818,3.49,0,1,0.036,1
O00856,P0131,Accessories,W2,Q4,Shelf,0,1,17.0,1.84,0.79,6.0,89.0,18,7,5,2025-11-09,9.783,0.3364,2.27,0,0,0.021,0
O00953,P0056,Accessories,W1,Q3,Shelf,0,1,70.0,12.35,3.55,10.0,83.0,176,53,6,2025-11-08,17.059,0.4559,2.41,1,1,0.006,1
O00734,P0084,Perishables,W5,Q2,Shelf,1,0,133.0,18.96,8.49,9.0,85.0,286,115,13,2025-11-01,20.127,0.3684,1.15,0,1,0.034,0
O00096,P0184,Hardware,W1,Q2,Rack,0,0,21.0,6.03,3.01,5.0,80.0,53,23,7,2025-11-07,7.474,0.2827,4.85,0,1,0.033,1
O00564,P0154,Clothing,W3,Q2,Rack,0,0,61.0,3.74,0.97,8.0,75.0,42,12,8,2025-11-06,21.935,0.4339,4.84,1,0,0.02,0
O00241,P0026,Chemicals,W3,Q2,Pallet,0,0,7.0,1.56,0.07,7.0,73.0,12,1,15,2025-10-30,18.189,0.1854,10.35,0,1,0.023,1
O00743,P0144,Accessories,W3,Q1,Shelf,0,1,46.0,9.13,5.51,6.0,83.0,105,50,3,2025-11-11,14.091,0.1251,3.63,0,0,0.032,0
O00575,P0086,Chemicals,W2,Q1,Shelf,0,0,2.0,1.34,0.46,7.0,64.0,14,5,0,2025-11-14,12.461,0.331,3.03,0,2,0.008,1
O00691,P0043,Perishables,W2,Q4,Rack,1,0,113.0,14.96,4.19,10.0,77.0,213,63,5,2025-11-09,14.566,0.2613,4.05,0,1,0.02,1
O00461,P0074,Chemicals,W5,Q4,Shelf,0,0,51.0,2.53,0.2,6.0,77.0,17,2,8,2025-11-06,18.407,0.0251,18.05,0,0,0.022,0
O00554,P0122,Accessories,W5,Q3,Shelf,0,1,28.0,3.49,1.44,10.0,98.0,57,22,0,2025-11-14,5.814,0.0238,10.28,0,1,0.027,1
O00887,P0118,Clothing,W5,Q1,Pallet,0,0,57.0,8.02,4.09,9.0,97.0,127,55,16,2025-10-29,16.579,0.1642,4.86,0,0,0.022,1
O00207,P0192,Clothing,W2,Q4,Pallet,0,0,46.0,5.81,3.86,5.0,78.0,58,29,8,2025-11-06,9.972,0.4869,0.68,0,1,0.023,1
O00393,P0185,Chemicals,W4,Q2,Rack,0,0,73.0,6.78,1.71,13.0,55.0,121,33,24,2025-10-21,7.391,0.187,3.79,1,2,0.004,1
O00795,P0015,Accessories,W3,Q1,Rack,0,0,43.0,7.32,1.46,8.0,76.0,77,18,0,2025-11-14,23.298,0.2617,3.54,1,0,0.014,1
O00398,P0101,Perishables,W1,Q2,Rack,1,0,132.0,18.86,6.12,10.0,80.0,281,92,13,2025-11-01,0.258,0.0847,10.2,0,2,0.046,1
O00767,P0126,Hardware,W3,Q2,Pallet,0,0,28.0,10.15,4.2,6.0,81.0,99,38,0,2025-11-14,11.59,0.2098,1.65,0,1,0.032,0
O00884,P0029,Perishables,W1,Q1,Pallet,1,0,,,2.12,,,144,51,21,2025-10-24,23.889,0.292,1.22,0,0,0.053,1
O00218,P0130,Electronics,W3,Q4,Shelf,0,1,28.0,4.25,2.79,2.0,94.0,16,8,1,2025-11-13,15.828,0.0517,9.68,0,0,0.031,0
O00005,P0002,Hardware,W4,Q3,Shelf,0,0,18.0,2.34,0.38,5.0,90.0,15,3,7,2025-11-07,10.717,0.0132,0.87,0,0,0.03,0
O00769,P0187,Electronics,W2,Q2,Pallet,0,1,67.0,9.46,4.02,12.0,85.0,186,72,11,2025-11-03,17.46,0.2146,5.72,0,0,0.025,1
O00643,P0141,Perishables,W1,Q3,Rack,1,0,112.0,14.51,6.68,10.0,68.0,245,100,0,2025-11-14,22.461,0.2909,1.02,0,4,0.033,1
O00906,P0045,Chemicals,W1,Q4,Rack,0,0,13.0,1.41,0.3,9.0,68.0,17,4,7,2025-11-07,10.309,0.2343,13.15,0,1,0.025,1
O00613,P0159,Chemicals,W3,Q2,Rack,0,0,63.0,4.6,1.38,9.0,67.0,60,19,1,2025-11-13,17.798,0.3045,18.0,0,3,0.032,0
O00739,P0003,Hardware,W4,Q2,Shelf,0,0,87.0,9.26,0.88,9.0,76.0,95,12,5,2025-11-09,13.123,0.0679,1.61,0,0,0.022,0
O00547,P0176,Electronics,W2,Q3,Pallet,0,0,53.0,8.78,3.95,8.0,84.0,117,47,6,2025-11-08,22.702,0.1455,7.43,0,0,0.002,1
O00726,P0056,Accessories,W3,Q2,Pallet,0,1,28.0,4.73,3.27,9.0,71.0,87,44,16,2025-10-29,19.218,0.4016,4.12,0,2,0.034,1
O00684,P0020,Accessories,W3,Q2,Shelf,0,0,31.0,2.51,0.59,7.0,70.0,24,6,12,2025-11-02,24.333,0.4466,5.54,0,2,0.016,0
O00099,P0126,Electronics,W4,Q4,Shelf,0,0,75.0,6.91,4.43,13.0,73.0,176,86,3,2025-11-11,20.635,0.1995,18.04,0,1,0.014,0
O00805,P0081,Electronics,W3,Q2,Rack,0,1,43.0,5.01,2.87,3.0,96.0,28,13,2,2025-11-12,9.577,0.2617,17.37,0,0,0.027,0
O00728,P0092,Hardware,W1,Q1,Pallet,0,0,82.0,8.39,2.22,8.0,64.0,94,27,3,2025-11-11,4.402,0.2947,2.01,0,1,0.042,1
O00574,P0118,Hardware,W3,Q2,Rack,0,0,69.0,5.76,0.58,6.0,79.0,40,5,3,2025-11-11,0.683,0.3752,4.86,1,0,0.017,0
O00407,P0119,Chemicals,W5,Q2,Rack,0,0,32.0,1.82,0.45,9.0,68.0,22,6,3,2025-11-11,6.711,0.0134,8.74,0,3,0.015,0
O00503,P0153,Hardware,W1,Q1,Shelf,0,0,40.0,3.28,0.83,7.0,66.0,32,9,14,2025-10-31,4.315,0.0224,7.04,0,2,0.027,0
O00048,P0077,Chemicals,W1,Q3,Pallet,0,0,8.0,0.65,0.32,11.0,75.0,12,5,1,2025-11-13,18.004,0.437,27.02,0,1,0.036,1
O00033,P0014,Chemicals,W1,Q4,Pallet,0,0,74.0,7.78,3.11,7.0,78.0,87,33,13,2025-11-01,8.656,0.0642,3.67,0,1,0.006,0
O00780,P0041,Clothing,W1,Q3,Rack,0,0,54.0,2.08,0.68,10.0,74.0,31,10,8,2025-11-06,7.293,0.4141,1.0,0,2,0.023,0
O00840,P0164,Chemicals,W3,Q2,Pallet,0,0,12.0,2.26,0.69,6.0,62.0,20,6,14,2025-10-31,18.967,0.0583,2.73,0,0,0.009,1
O00201,P0080,Chemicals,W3,Q1,Rack,0,0,20.0,3.57,0.01,10.0,74.0,36,0,16,2025-10-29,12.252,0.187,5.09,0,0,0.017,1
O00135,P0069,Accessories,W2,Q4,Shelf,0,0,39.0,3.03,1.22,7.0,75.0,34,13,0,2025-11-14,20.991,0.0024,5.26,0,0,0.011,0
O00028,P0017,Perishables,W1,Q2,Rack,1,0,90.0,7.92,3.44,13.0,81.0,170,67,5,2025-11-09,3.394,0.0149,6.84,0,1,0.03,1
O00889,P0169,Chemicals,W3,Q3,Pallet,0,0,73.0,6.1,2.47,9.0,55.0,88,33,8,2025-11-06,10.807,0.2139,1.92,0,2,0.026,1
O00231,P0153,Clothing,W2,Q2,Pallet,0,0,44.0,0.57,0.17,7.0,76.0,6,2,31,2025-10-14,15.004,0.3645,1.3,0,0,0.004,0
O00490,P0078,Chemicals,W5,Q2,Pallet,0,0,32.0,2.34,1.14,10.0,66.0,40,17,5,2025-11-09,3.912,0.1428,14.39,0,2,0.024,1
O00773,P0183,Hardware,W4,Q2,Shelf,0,0,65.0,9.64,4.77,7.0,79.0,117,50,14,2025-10-31,10.158,0.4363,1.94,0,1,0.02,0
O00379,P0183,Clothing,W1,Q2,Shelf,0,0,48.0,2.0,0.11,9.0,86.0,19,1,1,2025-11-13,12.984,0.0567,7.9,0,1,0.014,0
O00289,P0128,Accessories,W4,Q3,Shelf,0,1,11.0,0.89,0.54,7.0,70.0,12,6,10,2025-11-04,15.262,0.4576,3.97,0,1,0.014,0
O00419,P0173,Hardware,W3,Q2,Pallet,0,0,44.0,8.57,5.11,5.0,74.0,81,38,11,2025-11-03,1.041,0.4198,14.28,1,0,0.012,1
O00675,P0142,Perishables,W5,Q4,Rack,1,0,80.0,8.06,3.72,12.0,80.0,164,67,7,2025-11-07,19.985,0.0186,2.65,0,0,0.043,1
O00392,P0108,Perishables,W4,Q3,Pallet,1,0,40.0,6.23,1.38,11.0,73.0,92,23,10,2025-11-04,8.525,0.3541,0.75,0,1,0.044,1
O00593,P0124,Perishables,W2,Q1,Pallet,1,0,84.0,5.76,2.76,13.0,72.0,129,54,2,2025-11-12,24.146,0.0046,2.27,1,1,0.043,1
O00499,P0063,Chemicals,W3,Q4,Shelf,0,0,37.0,0.65,0.28,10.0,76.0,10,4,22,2025-10-23,1.925,0.4944,6.37,0,1,0.026,0
O00139,P0121,Hardware,W4,Q2,Rack,0,0,28.0,1.42,0.29,8.0,81.0,14,3,6,2025-11-08,24.089,0.2598,1.06,0,1,0.031,0
O00063,P0068,Electronics,W1,Q4,Rack,0,1,59.0,2.69,1.21,7.0,96.0,32,13,20,2025-10-25,19.426,0.3085,10.68,0,1,0.026,0
O00472,P0004,Hardware,W1,Q3,Shelf,0,0,26.0,1.06,0.71,8.0,85.0,17,9,8,2025-11-06,23.767,0.4296,2.88,0,0,0.013,0
O00648,P0030,Clothing,W3,Q3,Rack,0,0,16.0,4.85,2.06,7.0,77.0,56,22,24,2025-10-21,6.886,0.2528,4.45,0,1,0.028,1
O00129,P0121,Accessories,W4,Q2,Shelf,0,0,66.0,9.23,3.86,10.0,76.0,150,58,19,2025-10-26,11.007,0.4236,2.44,0,0,0.03,1
O00987,P0029,Perishables,W2,Q2,Pallet,1,0,84.0,7.35,2.97,10.0,82.0,118,45,6,2025-11-08,6.967,0.4582,0.81,0,0,0.019,1
O00521,P0188,Clothing,W2,Q4,Shelf,0,0,29.0,2.21,0.72,6.0,100.0,19,6,7,2025-11-07,2.342,0.2228,2.28,0,0,0.017,0
O00839,P0196,Perishables,W4,Q3,Shelf,1,0,42.0,3.94,1.58,8.0,75.0,51,19,0,2025-11-14,8.206,0.4442,2.7,0,0,0.036,0
O00973,P0071,Hardware,W4,Q3,Pallet,0,0,64.0,5.54,0.42,10.0,81.0,61,6,5,2025-11-09,24.768,0.441,3.9,0,1,0.007,0
O00065,P0134,Accessories,W2,Q4,Shelf,0,1,53.0,2.82,0.51,12.0,55.0,43,9,43,2025-10-02,3.605,0.2497,9.05,0,1,0.029,0
O00813,P0057,Hardware,W1,Q4,Rack,0,0,52.0,5.6,0.08,9.0,59.0,51,1,8,2025-11-06,5.986,0.4943,2.09,0,1,0.031,0
O00015,P0165,Clothing,W2,Q2,Shelf,0,0,20.0,1.5,0.93,7.0,83.0,20,10,0,2025-11-14,13.307,0.2705,8.09,0,1,0.028,0
O00157,P0019,Clothing,W3,Q3,Rack,0,0,54.0,2.7,1.0,9.0,92.0,38,14,10,2025-11-04,5.015,0.2095,1.95,0,0,0.023,0
O00041,P0018,Accessories,W1,Q2,Rack,0,1,71.0,7.61,3.12,9.0,68.0,110,42,25,2025-10-20,17.696,0.0767,12.25,0,4,0.033,1
O00493,P0036,Electronics,W1,Q2,Pallet,0,1,43.0,4.79,1.25,9.0,82.0,60,17,7,2025-11-07,23.113,0.2198,1.78,0,2,0.035,1
O00380,P0100,Chemicals,W5,Q4,Shelf,0,0,55.0,2.8,0.14,8.0,84.0,24,2,8,2025-11-06,14.305,0.4689,4.78,0,0,0.016,0
O00188,P0150,Accessories,W3,Q3,Shelf,0,1,51.0,4.62,3.29,8.0,62.0,76,39,30,2025-10-15,4.429,0.2841,2.18,0,2,0.023,1
O00764,P0161,Hardware,W5,Q3,Rack,0,0,40.0,5.3,0.01,9.0,77.0,48,0,17,2025-10-28,11.331,0.2621,2.6,0,1,0.035,1
O00217,P0113,Electronics,W4,Q3,Shelf,0,0,47.0,1.83,0.78,11.0,72.0,33,13,7,2025-11-07,9.53,0.243,2.43,1,0,0.014,0
O00792,P0165,Clothing,W4,Q3,Rack,0,0,18.0,2.06,0.79,11.0,80.0,36,13,12,2025-11-02,4.859,0.3444,5.02,0,0,0.015,1
O00053,P0020,Chemicals,W2,Q1,Rack,0,0,56.0,7.29,2.96,10.0,69.0,117,44,0,2025-11-14,11.942,0.1154,7.57,0,0,0.022,1
O00879,P0081,Accessories,W5,Q2,Pallet,0,0,78.0,7.49,2.11,13.0,77.0,138,41,1,2025-11-13,14.441,0.3698,3.28,0,0,0.016,1
O00338,P0098,Clothing,W4,Q1,Shelf,0,0,66.0,4.74,2.11,10.0,66.0,79,32,3,2025-11-11,10.93,0.0789,4.43,0,5,0.004,1
O00749,P0070,Clothing,W3,Q4,Rack,0,0,76.0,9.96,8.19,7.0,85.0,156,86,20,2025-10-25,9.75,0.06,2.56,0,2,0.003,1
O00720,P0076,Perishables,W1,Q3,Rack,1,0,154.0,16.19,10.48,14.0,87.0,447,220,7,2025-11-07,17.061,0.225,9.61,0,0,0.044,1
O00725,P0192,Perishables,W1,Q2,Rack,1,0,45.0,6.01,3.24,8.0,82.0,87,39,2,2025-11-12,5.902,0.0968,0.64,0,1,0.048,1
O00296,P0155,Accessories,W4,Q1,Rack,0,1,36.0,5.13,1.23,10.0,78.0,69,18,2,2025-11-12,10.561,0.4195,2.56,0,1,0.006,1
O00702,P0182,Chemicals,W1,Q1,Rack,0,0,43.0,1.45,0.02,13.0,76.0,19,0,8,2025-11-06,8.97,0.3297,8.18,1,0,0.001,0
O00252,P0047,Hardware,W1,Q4,Rack,0,0,10.0,2.57,0.57,9.0,76.0,31,8,7,2025-11-07,1.993,0.4777,3.51,0,0,0.018,1
O00727,P0062,Perishables,W2,Q2,Pallet,1,0,29.0,3.68,0.76,12.0,71.0,58,14,11,2025-11-03,6.308,0.1268,7.79,0,3,0.046,1
O00462,P0164,Accessories,W5,Q2,Rack,0,1,36.0,5.17,1.87,9.0,75.0,72,25,0,2025-11-14,14.379,0.3112,12.98,1,0,0.023,1
O00456,P0007,Chemicals,W3,Q2,Pallet,0,0,55.0,2.99,0.24,11.0,86.0,37,4,7,2025-11-07,3.025,0.0524,1.61,0,0,0.022,0
O00263,P0146,Electronics,W5,Q4,Pallet,0,0,41.0,6.2,4.35,6.0,72.0,76,39,4,2025-11-10,21.748,0.0356,11.36,0,0,0.024,0
O00816,P0129,Clothing,W2,Q4,Pallet,0,0,74.0,6.73,2.11,12.0,66.0,119,38,0,2025-11-14,21.413,0.4803,1.2,0,4,0.034,1
O00863,P0010,Hardware,W1,Q3,Rack,0,0,83.0,11.8,11.26,8.0,75.0,229,135,9,2025-11-05,13.186,0.2584,0.68,0,1,0.021,1
O00270,P0180,Chemicals,W2,Q2,Shelf,0,0,18.0,3.14,1.38,7.0,62.0,36,14,0,2025-11-14,19.275,0.1888,18.46,0,1,0.025,1
O00202,P0194,Accessories,W1,Q1,Rack,0,1,53.0,2.7,1.25,8.0,67.0,37,15,6,2025-11-08,18.301,0.4791,2.08,0,0,0.022,0
O00162,P0059,Accessories,W3,Q2,Pallet,0,0,93.0,10.11,4.64,9.0,74.0,154,63,2,2025-11-12,5.399,0.1358,2.25,0,0,0.019,0
O00556,P0055,Hardware,W2,Q2,Rack,0,0,33.0,5.58,0.82,7.0,83.0,48,9,12,2025-11-02,13.716,0.305,11.06,0,0,0.006,0
O00730,P0127,Accessories,W3,Q2,Shelf,0,0,53.0,6.05,0.24,9.0,74.0,57,3,1,2025-11-13,17.49,0.2284,2.94,0,0,0.022,1
O00402,P0115,Accessories,W4,Q4,Rack,0,0,79.0,9.33,3.94,7.0,92.0,106,41,6,2025-11-08,8.97,0.1391,8.18,0,1,0.03,1
O00703,P0168,Hardware,W3,Q3,Shelf,0,0,50.0,5.68,1.67,13.0,60.0,107,33,4,2025-11-10,8.946,0.4165,2.54,0,2,0.018,1
O00477,P0095,Hardware,W3,Q3,Rack,0,0,63.0,5.04,2.08,8.0,84.0,65,25,7,2025-11-07,6.751,0.3884,13.25,0,0,0.026,1
O00822,P0022,Electronics,W1,Q2,Pallet,0,0,48.0,7.08,2.72,8.0,86.0,90,33,3,2025-11-11,5.291,0.3137,18.25,1,0,0.032,1
O00772,P0047,Hardware,W3,Q1,Shelf,0,0,53.0,8.02,1.53,10.0,84.0,103,23,7,2025-11-07,3.471,0.2695,4.7,0,0,0.04,1
O00106,P0183,Clothing,W4,Q1,Pallet,0,0,25.0,2.94,1.07,7.0,80.0,32,11,1,2025-11-13,8.289,0.3785,8.17,0,0,0.023,0
O00566,P0150,Chemicals,W5,Q3,Pallet,0,0,62.0,5.77,0.72,7.0,88.0,48,8,3,2025-11-11,14.988,0.3972,5.79,0,0,0.02,0
O00390,P0100,Electronics,W5,Q2,Pallet,0,0,25.0,7.96,2.24,5.0,97.0,57,17,5,2025-11-09,11.195,0.102,7.05,0,0,0.033,0
O00002,P0174,Chemicals,W5,Q4,Pallet,0,0,18.0,3.86,1.6,8.0,84.0,50,19,9,2025-11-05,3.444,0.033,2.36,1,3,0.023,1
O00946,P0024,Electronics,W5,Q2,Rack,0,0,44.0,1.98,1.51,5.0,71.0,21,11,21,2025-10-24,18.893,0.1296,7.24,0,0,0.018,0
O00993,P0157,Hardware,W5,Q2,Rack,0,0,34.0,9.2,2.49,8.0,63.0,104,30,2,2025-11-12,5.926,0.3966,2.98,0,0,0.016,1
O00562,P0087,Perishables,W3,Q3,Shelf,1,0,127.0,14.59,5.15,14.0,72.0,312,108,9,2025-11-05,13.475,0.3313,0.95,0,0,0.022,1
O00081,P0061,Perishables,W3,Q1,Shelf,1,0,92.0,16.56,12.02,11.0,91.0,380,198,0,2025-11-14,22.36,0.0963,1.13,0,0,0.033,1
O00206,P0055,Hardware,W3,Q3,Shelf,0,0,17.0,3.55,1.28,9.0,83.0,49,17,10,2025-11-04,15.081,0.0819,1.48,1,0,0.025,1
O00035,P0072,Clothing,W2,Q4,Pallet,0,0,55.0,6.69,3.4,5.0,82.0,59,26,3,2025-11-11,10.665,0.2541,1.88,1,1,0.017,1
O00776,P0134,Electronics,W3,Q3,Shelf,0,1,33.0,9.28,2.22,7.0,74.0,88,23,24,2025-10-21,21.32,0.2321,8.85,0,0,0.025,1
O00509,P0006,Accessories,W4,Q3,Pallet,0,0,35.0,8.83,1.45,4.0,76.0,44,9,8,2025-11-06,5.812,0.3719,8.15,0,1,0.021,1
O00428,P0147,Electronics,W3,Q3,Rack,0,0,66.0,6.34,0.46,7.0,89.0,49,5,3,2025-11-11,16.949,0.1161,3.21,1,0,0.027,0
O00455,P0071,Chemicals,W1,Q3,Pallet,0,0,64.0,2.39,1.39,8.0,70.0,36,17,4,2025-11-10,5.711,0.0885,3.71,0,1,0.028,0
O00367,P0162,Hardware,W1,Q2,Rack,0,0,9.0,5.82,2.92,7.0,95.0,72,31,7,2025-11-07,23.374,0.4176,4.46,0,1,0.009,1
O00092,P0167,Electronics,W1,Q2,Pallet,0,0,91.0,12.96,4.01,10.0,86.0,190,60,14,2025-10-31,6.663,0.0088,5.21,0,0,0.026,1
O00340,P0033,Chemicals,W2,Q1,Pallet,0,0,28.0,0.93,0.38,8.0,61.0,12,5,7,2025-11-07,2.572,0.2965,48.0,0,0,0.017,0
O00898,P0117,Perishables,W4,Q2,Shelf,1,0,139.0,14.34,10.94,15.0,70.0,461,246,1,2025-11-13,14.34,0.0461,1.37,0,3,0.04,1
O00565,P0128,Perishables,W3,Q4,Shelf,1,0,138.0,26.62,13.32,8.0,87.0,373,160,12,2025-11-02,1.244,0.2042,1.23,0,1,0.047,0
O00346,P0188,Accessories,W3,Q3,Rack,0,1,15.0,2.63,1.54,8.0,64.0,39,18,25,2025-10-20,14.561,0.267,0.69,0,2,0.032,1
O00777,P0056,Electronics,W2,Q4,Rack,0,1,41.0,10.1,6.72,8.0,77.0,162,81,6,2025-11-08,13.796,0.0426,8.17,0,0,0.006,1
O00242,P0121,Chemicals,W2,Q4,Rack,0,0,46.0,4.18,0.99,10.0,60.0,57,15,19,2025-10-26,15.302,0.0738,3.03,0,3,0.042,1
O00014,P0146,Chemicals,W3,Q4,Pallet,0,0,69.0,5.01,2.58,16.0,75.0,142,62,22,2025-10-23,6.786,0.1881,18.33,0,0,0.015,1
O00316,P0052,Perishables,W3,Q1,Shelf,1,0,84.0,7.92,5.69,9.0,82.0,148,77,10,2025-11-04,4.351,0.4363,2.76,1,1,0.04,1
O00601,P0186,Electronics,W2,Q4,Pallet,0,0,96.0,13.5,6.2,11.0,75.0,250,102,38,2025-10-07,11.637,0.3271,4.29,0,0,0.028,1
O00388,P0111,Clothing,W5,Q4,Rack,0,0,52.0,11.19,0.01,8.0,81.0,90,0,23,2025-10-22,16.871,0.3168,3.24,1,0,0.012,1
O00274,P0082,Chemicals,W1,Q4,Shelf,0,0,71.0,6.42,2.36,10.0,76.0,99,35,40,2025-10-05,12.87,0.359,4.48,0,1,0.017,1
O00167,P0076,Chemicals,W3,Q4,Pallet,0,0,16.0,2.77,1.12,7.0,61.0,31,12,1,2025-11-13,0.08,0.3595,8.08,0,0,0.037,1
O00841,P0007,Accessories,W5,Q2,Shelf,0,0,35.0,7.18,3.38,7.0,80.0,85,35,4,2025-11-10,13.645,0.244,8.22,0,0,0.026,1
O00453,P0114,Hardware,W1,Q2,Pallet,0,0,51.0,2.26,0.95,6.0,75.0,23,9,4,2025-11-10,14.658,0.1582,2.55,0,0,0.019,0
O00647,P0165,Accessories,W5,Q1,Pallet,0,0,35.0,4.06,0.5,9.0,55.0,44,7,14,2025-10-31,7.347,0.0412,2.65,0,2,0.018,1
O00819,P0109,Perishables,W3,Q3,Pallet,1,0,82.0,10.83,4.25,12.0,91.0,206,76,0,2025-11-14,8.754,0.4025,8.25,0,4,0.047,1
O00485,P0170,Hardware,W2,Q3,Shelf,0,0,62.0,15.46,10.03,6.0,82.0,183,90,0,2025-11-14,2.041,0.2093,2.92,0,0,0.022,1
O00991,P0033,Electronics,W5,Q3,Pallet,0,1,57.0,6.34,3.71,8.0,76.0,96,45,12,2025-11-02,20.729,0.3511,6.66,0,1,0.002,1
O00505,P0189,Electronics,W2,Q4,Rack,0,1,38.0,7.06,3.27,7.0,74.0,83,34,2,2025-11-12,23.412,0.0078,5.47,0,0,0.02,0
O00832,P0161,Perishables,W2,Q3,Rack,1,0,108.0,15.34,2.46,14.0,73.0,267,52,4,2025-11-10,8.572,0.4797,2.32,0,0,0.054,1
O00244,P0109,Electronics,W3,Q3,Pallet,0,1,39.0,5.46,0.96,7.0,91.0,48,10,2,2025-11-12,18.024,0.2046,5.39,0,0,0.033,0
O00567,P0176,Accessories,W4,Q3,Rack,0,0,48.0,10.85,7.14,6.0,89.0,129,64,17,2025-10-28,3.311,0.0871,1.22,0,0,0.003,0
O00876,P0087,Chemicals,W4,Q1,Shelf,0,0,60.0,2.8,0.84,12.0,61.0,49,15,18,2025-10-27,9.886,0.2494,3.47,0,1,0.016,0
O00563,P0167,Perishables,W2,Q2,Pallet,1,0,135.0,19.33,7.82,13.0,68.0,403,152,4,2025-11-10,11.421,0.0889,0.89,0,3,0.054,1
O00963,P0152,Hardware,W4,Q1,Shelf,0,0,57.0,2.56,1.6,9.0,92.0,45,22,0,2025-11-14,18.001,0.4763,7.17,0,0,0.019,0
O00687,P0041,Perishables,W5,Q1,Rack,1,0,153.0,19.8,9.47,10.0,87.0,340,142,5,2025-11-09,24.431,0.2913,4.19,0,0,0.059,1
O00958,P0124,Electronics,W5,Q3,Rack,0,1,40.0,4.28,2.14,7.0,76.0,52,22,11,2025-11-03,5.674,0.0964,26.96,0,1,0.04,0
O00190,P0117,Clothing,W4,Q1,Rack,0,0,39.0,4.21,1.24,8.0,91.0,49,15,2,2025-11-12,21.858,0.1252,4.0,0,0,0.025,1
O00783,P0035,Perishables,W1,Q4,Shelf,1,0,74.0,7.2,4.52,10.0,86.0,140,68,18,2025-10-27,7.15,0.2879,3.66,0,1,0.033,1
O00700,P0190,Chemicals,W5,Q4,Pallet,0,0,26.0,3.59,1.74,9.0,85.0,55,23,19,2025-10-26,15.44,0.0328,1.57,0,1,0.026,1
O00476,P0120,Perishables,W3,Q1,Shelf,1,0,130.0,15.98,0.06,12.0,100.0,193,1,42,2025-10-03,23.447,0.4311,1.91,0,1,0.047,1
O00682,P0083,Electronics,W5,Q3,Rack,0,0,51.0,9.11,6.29,6.0,79.0,112,57,34,2025-10-11,24.904,0.047,33.27,0,1,0.035,0
O00511,P0181,Hardware,W1,Q3,Rack,0,0,29.0,9.28,2.73,7.0,89.0,94,29,13,2025-11-01,11.768,0.3916,4.46,0,1,0.035,1
O00059,P0098,Electronics,W4,Q2,Pallet,0,0,71.0,7.84,3.51,10.0,63.0,131,53,20,2025-10-25,17.724,0.3349,9.44,0,3,0.018,1
O00475,P0014,Hardware,W2,Q1,Rack,0,0,73.0,12.67,6.81,8.0,78.0,183,82,15,2025-10-30,8.142,0.3582,1.95,1,0,0.013,1
O00561,P0096,Accessories,W5,Q3,Rack,0,1,21.0,5.21,1.18,7.0,83.0,48,12,5,2025-11-09,7.481,0.2282,5.22,0,0,0.011,1
O00857,P0145,Chemicals,W2,Q2,Pallet,0,0,30.0,2.85,0.44,13.0,65.0,46,9,4,2025-11-10,7.655,0.3675,10.11,0,3,0.022,1
O00748,P0082,Chemicals,W3,Q3,Rack,0,0,58.0,8.1,2.16,5.0,79.0,56,16,1,2025-11-13,1.429,0.0772,6.71,0,1,0.008,0
O00253,P0012,Hardware,W1,Q3,Shelf,0,0,51.0,6.36,1.41,7.0,76.0,60,15,4,2025-11-10,13.637,0.0804,1.33,0,0,0.025,1
O00022,P0161,Perishables,W5,Q2,Rack,1,0,55.0,9.55,4.99,12.0,76.0,205,90,12,2025-11-02,1.865,0.411,8.06,0,1,0.026,1
O00314,P0058,Chemicals,W2,Q1,Pallet,0,0,32.0,1.68,0.99,10.0,69.0,32,15,4,2025-11-10,15.404,0.4056,11.26,0,2,0.019,1
O00460,P0004,Perishables,W2,Q1,Pallet,1,0,105.0,8.8,3.08,13.0,77.0,174,60,4,2025-11-10,16.383,0.3548,2.11,0,0,0.05,0
O00161,P0176,Chemicals,W1,Q4,Rack,0,0,24.0,2.5,0.91,9.0,74.0,34,12,24,2025-10-21,8.703,0.1297,28.27,0,0,0.015,1
